zip,mean_household_income,income_bracket
80751,69440,Middle Income ($50k-$100k)
80754,102215,Upper Middle Income ($100k-$200k)
80755,95224,Middle Income ($50k-$100k)
80757,64050,Middle Income ($50k-$100k)
80758,80857,Middle Income ($50k-$100k)
80759,79292,Middle Income ($50k-$100k)
80801,55724,Middle Income ($50k-$100k)
80802,64133,Middle Income ($50k-$100k)
80804,69010,Middle Income ($50k-$100k)
80805,73521,Middle Income ($50k-$100k)
80807,113506,Upper Middle Income ($100k-$200k)
80808,107284,Upper Middle Income ($100k-$200k)
80809,133792,Upper Middle Income ($100k-$200k)
80810,88114,Middle Income ($50k-$100k)
80812,89844,Middle Income ($50k-$100k)
80813,71975,Middle Income ($50k-$100k)
80814,114607,Upper Middle Income ($100k-$200k)
80815,68314,Middle Income ($50k-$100k)
80816,107555,Upper Middle Income ($100k-$200k)
80817,98954,Middle Income ($50k-$100k)
80818,74437,Middle Income ($50k-$100k)
80819,150661,Upper Middle Income ($100k-$200k)
80820,102659,Upper Middle Income ($100k-$200k)
80821,82010,Middle Income ($50k-$100k)
80822,77931,Middle Income ($50k-$100k)
80823,56113,Middle Income ($50k-$100k)
80824,123637,Upper Middle Income ($100k-$200k)
80825,105284,Upper Middle Income ($100k-$200k)
80826,-,Unknown
80827,108348,Upper Middle Income ($100k-$200k)
80828,81491,Middle Income ($50k-$100k)
80829,113617,Upper Middle Income ($100k-$200k)
80830,109315,Upper Middle Income ($100k-$200k)
80831,147544,Upper Middle Income ($100k-$200k)
80832,105672,Upper Middle Income ($100k-$200k)
80833,73040,Middle Income ($50k-$100k)
80834,64048,Middle Income ($50k-$100k)
80835,109882,Upper Middle Income ($100k-$200k)
80836,105235,Upper Middle Income ($100k-$200k)
80840,87507,Middle Income ($50k-$100k)
80860,68067,Middle Income ($50k-$100k)
80861,88369,Middle Income ($50k-$100k)
80862,74392,Middle Income ($50k-$100k)
80863,120792,Upper Middle Income ($100k-$200k)
80864,78568,Middle Income ($50k-$100k)
80902,79721,Middle Income ($50k-$100k)
80903,84933,Middle Income ($50k-$100k)
80904,100642,Upper Middle Income ($100k-$200k)
80905,97153,Middle Income ($50k-$100k)
80906,143951,Upper Middle Income ($100k-$200k)
80907,102564,Upper Middle Income ($100k-$200k)
80908,175641,Upper Middle Income ($100k-$200k)
80909,80846,Middle Income ($50k-$100k)
80910,76395,Middle Income ($50k-$100k)
80911,99506,Middle Income ($50k-$100k)
80913,-,Unknown
80914,N,Unknown
80915,84650,Middle Income ($50k-$100k)
80916,75265,Middle Income ($50k-$100k)
80917,93393,Middle Income ($50k-$100k)
80918,108120,Upper Middle Income ($100k-$200k)
80919,151415,Upper Middle Income ($100k-$200k)
80920,133307,Upper Middle Income ($100k-$200k)
80921,171407,Upper Middle Income ($100k-$200k)
80922,119449,Upper Middle Income ($100k-$200k)
80923,118854,Upper Middle Income ($100k-$200k)
80924,166999,Upper Middle Income ($100k-$200k)
80925,124095,Upper Middle Income ($100k-$200k)
80926,125012,Upper Middle Income ($100k-$200k)
80927,162977,Upper Middle Income ($100k-$200k)
80928,123640,Upper Middle Income ($100k-$200k)
80929,119821,Upper Middle Income ($100k-$200k)
80930,131023,Upper Middle Income ($100k-$200k)
80938,111590,Upper Middle Income ($100k-$200k)
80939,N,Unknown
80951,122437,Upper Middle Income ($100k-$200k)
81001,69830,Middle Income ($50k-$100k)
81003,58575,Middle Income ($50k-$100k)
81004,65717,Middle Income ($50k-$100k)
81005,90196,Middle Income ($50k-$100k)
81006,92138,Middle Income ($50k-$100k)
81007,115771,Upper Middle Income ($100k-$200k)
81008,90918,Middle Income ($50k-$100k)
81019,70301,Middle Income ($50k-$100k)
81020,45664,Low Income (<$50k)
81021,15250,Low Income (<$50k)
81022,75866,Middle Income ($50k-$100k)
81023,101185,Upper Middle Income ($100k-$200k)
81024,33651,Low Income (<$50k)
81025,68826,Middle Income ($50k-$100k)
81027,62583,Middle Income ($50k-$100k)
81029,59945,Middle Income ($50k-$100k)
81030,48531,Low Income (<$50k)
81033,42649,Low Income (<$50k)
81036,67987,Middle Income ($50k-$100k)
81039,62877,Middle Income ($50k-$100k)
81040,32184,Low Income (<$50k)
81041,94820,Middle Income ($50k-$100k)
81043,13195,Low Income (<$50k)
81044,72179,Middle Income ($50k-$100k)
81045,70710,Middle Income ($50k-$100k)
81046,N,Unknown
81047,62504,Middle Income ($50k-$100k)
81049,55124,Middle Income ($50k-$100k)
81050,71613,Middle Income ($50k-$100k)
81052,84780,Middle Income ($50k-$100k)
81054,60020,Middle Income ($50k-$100k)
81055,78106,Middle Income ($50k-$100k)
81057,68954,Middle Income ($50k-$100k)
81058,69050,Middle Income ($50k-$100k)
81059,103274,Upper Middle Income ($100k-$200k)
81062,72968,Middle Income ($50k-$100k)
81063,59080,Middle Income ($50k-$100k)
81064,80027,Middle Income ($50k-$100k)
81067,62808,Middle Income ($50k-$100k)
81069,103558,Upper Middle Income ($100k-$200k)
81071,102802,Upper Middle Income ($100k-$200k)
81073,68651,Middle Income ($50k-$100k)
81076,67727,Middle Income ($50k-$100k)
81077,79852,Middle Income ($50k-$100k)
81081,61384,Middle Income ($50k-$100k)
81082,71976,Middle Income ($50k-$100k)
81084,35646,Low Income (<$50k)
81087,55077,Middle Income ($50k-$100k)
81089,82763,Middle Income ($50k-$100k)
81090,57129,Middle Income ($50k-$100k)
81091,63031,Middle Income ($50k-$100k)
81092,81428,Middle Income ($50k-$100k)
81101,72676,Middle Income ($50k-$100k)
81120,64815,Middle Income ($50k-$100k)
81121,75092,Middle Income ($50k-$100k)
81122,121509,Upper Middle Income ($100k-$200k)
81123,44734,Low Income (<$50k)
81124,79515,Middle Income ($50k-$100k)
81125,69130,Middle Income ($50k-$100k)
81126,86265,Middle Income ($50k-$100k)
81128,284238,High Income (>$200k)
81129,N,Unknown
81130,83403,Middle Income ($50k-$100k)
81131,130769,Upper Middle Income ($100k-$200k)
81132,83235,Middle Income ($50k-$100k)
81133,60884,Middle Income ($50k-$100k)
81136,74651,Middle Income ($50k-$100k)
81137,91143,Middle Income ($50k-$100k)
81138,N,Unknown
81140,71091,Middle Income ($50k-$100k)
81141,94009,Middle Income ($50k-$100k)
81143,52720,Middle Income ($50k-$100k)
81144,83750,Middle Income ($50k-$100k)
81146,96177,Middle Income ($50k-$100k)
81147,104462,Upper Middle Income ($100k-$200k)
81148,53735,Middle Income ($50k-$100k)
81149,73628,Middle Income ($50k-$100k)
81151,61132,Middle Income ($50k-$100k)
81152,49376,Low Income (<$50k)
81154,95781,Middle Income ($50k-$100k)
81155,97114,Middle Income ($50k-$100k)
81201,103789,Upper Middle Income ($100k-$200k)
81210,114506,Upper Middle Income ($100k-$200k)
81211,105613,Upper Middle Income ($100k-$200k)
81212,79249,Middle Income ($50k-$100k)
81220,278726,High Income (>$200k)
81221,65396,Middle Income ($50k-$100k)
81222,268848,High Income (>$200k)
81223,66051,Middle Income ($50k-$100k)
81224,130665,Upper Middle Income ($100k-$200k)
81225,112760,Upper Middle Income ($100k-$200k)
81226,70522,Middle Income ($50k-$100k)
81227,N,Unknown
81228,-,Unknown
81230,92172,Middle Income ($50k-$100k)
81232,-,Unknown
81233,88427,Middle Income ($50k-$100k)
81235,93888,Middle Income ($50k-$100k)
81236,113329,Upper Middle Income ($100k-$200k)
81237,120582,Upper Middle Income ($100k-$200k)
81239,N,Unknown
81240,145348,Upper Middle Income ($100k-$200k)
81241,87538,Middle Income ($50k-$100k)
81242,103197,Upper Middle Income ($100k-$200k)
81243,82036,Middle Income ($50k-$100k)
81244,58681,Middle Income ($50k-$100k)
81248,120995,Upper Middle Income ($100k-$200k)
81251,100657,Upper Middle Income ($100k-$200k)
81252,96135,Middle Income ($50k-$100k)
81253,79516,Middle Income ($50k-$100k)
81301,112149,Upper Middle Income ($100k-$200k)
81303,121216,Upper Middle Income ($100k-$200k)
81320,26097,Low Income (<$50k)
81321,80568,Middle Income ($50k-$100k)
81323,95037,Middle Income ($50k-$100k)
81324,86618,Middle Income ($50k-$100k)
81325,51451,Middle Income ($50k-$100k)
81326,121027,Upper Middle Income ($100k-$200k)
81327,111692,Upper Middle Income ($100k-$200k)
81328,91433,Middle Income ($50k-$100k)
81330,N,Unknown
81331,85434,Middle Income ($50k-$100k)
81332,134391,Upper Middle Income ($100k-$200k)
81334,42830,Low Income (<$50k)
81335,N,Unknown
81401,87950,Middle Income ($50k-$100k)
81403,101009,Upper Middle Income ($100k-$200k)
81410,79340,Middle Income ($50k-$100k)
81411,65244,Middle Income ($50k-$100k)
81413,70857,Middle Income ($50k-$100k)
81415,74989,Middle Income ($50k-$100k)
81416,83163,Middle Income ($50k-$100k)
81418,66318,Middle Income ($50k-$100k)
81419,85711,Middle Income ($50k-$100k)
81422,51576,Middle Income ($50k-$100k)
81423,92074,Middle Income ($50k-$100k)
81424,58950,Middle Income ($50k-$100k)
81425,90963,Middle Income ($50k-$100k)
81426,140803,Upper Middle Income ($100k-$200k)
81427,96390,Middle Income ($50k-$100k)
81428,87274,Middle Income ($50k-$100k)
81429,72623,Middle Income ($50k-$100k)
81430,176674,Upper Middle Income ($100k-$200k)
81431,100485,Upper Middle Income ($100k-$200k)
81432,112068,Upper Middle Income ($100k-$200k)
81433,73134,Middle Income ($50k-$100k)
81434,113574,Upper Middle Income ($100k-$200k)
81435,149545,Upper Middle Income ($100k-$200k)
81501,70914,Middle Income ($50k-$100k)
81503,85844,Middle Income ($50k-$100k)
81504,82468,Middle Income ($50k-$100k)
81505,112548,Upper Middle Income ($100k-$200k)
81506,102298,Upper Middle Income ($100k-$200k)
81507,142808,Upper Middle Income ($100k-$200k)
81520,64121,Middle Income ($50k-$100k)
81521,111837,Upper Middle Income ($100k-$200k)
81522,-,Unknown
81523,106197,Upper Middle Income ($100k-$200k)
81524,113635,Upper Middle Income ($100k-$200k)
81525,127505,Upper Middle Income ($100k-$200k)
81526,104999,Upper Middle Income ($100k-$200k)
81527,116638,Upper Middle Income ($100k-$200k)
81601,128463,Upper Middle Income ($100k-$200k)
81610,59382,Middle Income ($50k-$100k)
81611,198789,Upper Middle Income ($100k-$200k)
81612,-,Unknown
81615,159241,Upper Middle Income ($100k-$200k)
81620,139487,Upper Middle Income ($100k-$200k)
81621,154062,Upper Middle Income ($100k-$200k)
81623,153826,Upper Middle Income ($100k-$200k)
81624,108332,Upper Middle Income ($100k-$200k)
81625,87069,Middle Income ($50k-$100k)
81630,77323,Middle Income ($50k-$100k)
81631,141226,Upper Middle Income ($100k-$200k)
81632,148701,Upper Middle Income ($100k-$200k)
81633,-,Unknown
81635,84574,Middle Income ($50k-$100k)
81637,134982,Upper Middle Income ($100k-$200k)
81638,69041,Middle Income ($50k-$100k)
81639,110876,Upper Middle Income ($100k-$200k)
81640,75420,Middle Income ($50k-$100k)
81641,79712,Middle Income ($50k-$100k)
81642,N,Unknown
81643,128639,Upper Middle Income ($100k-$200k)
81645,110950,Upper Middle Income ($100k-$200k)
81646,100900,Upper Middle Income ($100k-$200k)
81647,94393,Middle Income ($50k-$100k)
81648,77637,Middle Income ($50k-$100k)
81649,115393,Upper Middle Income ($100k-$200k)
81650,94948,Middle Income ($50k-$100k)
81652,118403,Upper Middle Income ($100k-$200k)
81653,-,Unknown
81654,169602,Upper Middle Income ($100k-$200k)
81655,110573,Upper Middle Income ($100k-$200k)
81656,513452,High Income (>$200k)
81657,193540,Upper Middle Income ($100k-$200k)
82001,88904,Middle Income ($50k-$100k)
82005,-,Unknown
82007,76024,Middle Income ($50k-$100k)
82009,125802,Upper Middle Income ($100k-$200k)
82050,89454,Middle Income ($50k-$100k)
82051,N,Unknown
82052,-,Unknown
82053,115852,Upper Middle Income ($100k-$200k)
82054,66914,Middle Income ($50k-$100k)
82055,112309,Upper Middle Income ($100k-$200k)
82058,N,Unknown
82059,149865,Upper Middle Income ($100k-$200k)
82060,129009,Upper Middle Income ($100k-$200k)
82061,-,Unknown
82063,92731,Middle Income ($50k-$100k)
82070,87083,Middle Income ($50k-$100k)
82072,78522,Middle Income ($50k-$100k)
82073,N,Unknown
82081,N,Unknown
82082,89604,Middle Income ($50k-$100k)
82083,111257,Upper Middle Income ($100k-$200k)
82084,73754,Middle Income ($50k-$100k)
82190,76989,Middle Income ($50k-$100k)
82201,87034,Middle Income ($50k-$100k)
82210,64256,Middle Income ($50k-$100k)
82212,55792,Middle Income ($50k-$100k)
82213,76919,Middle Income ($50k-$100k)
82214,77138,Middle Income ($50k-$100k)
82215,161778,Upper Middle Income ($100k-$200k)
82217,15079,Low Income (<$50k)
82218,N,Unknown
82219,152314,Upper Middle Income ($100k-$200k)
82221,54584,Middle Income ($50k-$100k)
82222,48195,Low Income (<$50k)
82223,81315,Middle Income ($50k-$100k)
82224,N,Unknown
82225,80274,Middle Income ($50k-$100k)
82227,53293,Middle Income ($50k-$100k)
82229,N,Unknown
82240,79698,Middle Income ($50k-$100k)
82242,108731,Upper Middle Income ($100k-$200k)
82243,170544,Upper Middle Income ($100k-$200k)
82244,119034,Upper Middle Income ($100k-$200k)
82301,84621,Middle Income ($50k-$100k)
82310,-,Unknown
82321,78905,Middle Income ($50k-$100k)
82322,54578,Middle Income ($50k-$100k)
82323,82937,Middle Income ($50k-$100k)
82324,75794,Middle Income ($50k-$100k)
82325,100040,Upper Middle Income ($100k-$200k)
82327,83737,Middle Income ($50k-$100k)
82329,73814,Middle Income ($50k-$100k)
82331,115011,Upper Middle Income ($100k-$200k)
82332,N,Unknown
82334,90224,Middle Income ($50k-$100k)
82335,-,Unknown
82336,77917,Middle Income ($50k-$100k)
82401,83020,Middle Income ($50k-$100k)
82410,82119,Middle Income ($50k-$100k)
82411,116462,Upper Middle Income ($100k-$200k)
82412,84187,Middle Income ($50k-$100k)
82414,99721,Middle Income ($50k-$100k)
82420,85245,Middle Income ($50k-$100k)
82421,62106,Middle Income ($50k-$100k)
82422,N,Unknown
82423,76133,Middle Income ($50k-$100k)
82426,74032,Middle Income ($50k-$100k)
82428,81784,Middle Income ($50k-$100k)
82430,36687,Low Income (<$50k)
82431,75343,Middle Income ($50k-$100k)
82432,136190,Upper Middle Income ($100k-$200k)
82433,64348,Middle Income ($50k-$100k)
82434,43448,Low Income (<$50k)
82435,94913,Middle Income ($50k-$100k)
82440,22004,Low Income (<$50k)
82441,74497,Middle Income ($50k-$100k)
82442,85219,Middle Income ($50k-$100k)
82443,74425,Middle Income ($50k-$100k)
82450,283209,High Income (>$200k)
82501,79098,Middle Income ($50k-$100k)
82510,64223,Middle Income ($50k-$100k)
82512,66979,Middle Income ($50k-$100k)
82513,87092,Middle Income ($50k-$100k)
82514,54147,Middle Income ($50k-$100k)
82515,69902,Middle Income ($50k-$100k)
82516,57458,Middle Income ($50k-$100k)
82520,90859,Middle Income ($50k-$100k)
82523,69392,Middle Income ($50k-$100k)
82601,88386,Middle Income ($50k-$100k)
82604,98209,Middle Income ($50k-$100k)
82609,112006,Upper Middle Income ($100k-$200k)
82620,242749,High Income (>$200k)
82630,-,Unknown
82633,99669,Middle Income ($50k-$100k)
82635,51508,Middle Income ($50k-$100k)
82636,93554,Middle Income ($50k-$100k)
82637,91051,Middle Income ($50k-$100k)
82638,N,Unknown
82639,91846,Middle Income ($50k-$100k)
82640,269536,High Income (>$200k)
82642,69567,Middle Income ($50k-$100k)
82643,70656,Middle Income ($50k-$100k)
82644,72727,Middle Income ($50k-$100k)
82646,-,Unknown
82648,N,Unknown
82649,75993,Middle Income ($50k-$100k)
82701,109068,Upper Middle Income ($100k-$200k)
82710,83992,Middle Income ($50k-$100k)
82711,69427,Middle Income ($50k-$100k)
82712,57808,Middle Income ($50k-$100k)
82714,N,Unknown
82716,94733,Middle Income ($50k-$100k)
82718,116354,Upper Middle Income ($100k-$200k)
82720,85946,Middle Income ($50k-$100k)
82721,86020,Middle Income ($50k-$100k)
82723,87638,Middle Income ($50k-$100k)
82725,N,Unknown
82727,106478,Upper Middle Income ($100k-$200k)
82729,106834,Upper Middle Income ($100k-$200k)
82730,87445,Middle Income ($50k-$100k)
82731,N,Unknown
82732,81619,Middle Income ($50k-$100k)
82801,91935,Middle Income ($50k-$100k)
82831,137882,Upper Middle Income ($100k-$200k)
82832,96672,Middle Income ($50k-$100k)
82833,34351,Low Income (<$50k)
82834,85052,Middle Income ($50k-$100k)
82835,163834,Upper Middle Income ($100k-$200k)
82836,133521,Upper Middle Income ($100k-$200k)
82837,61747,Middle Income ($50k-$100k)
82838,60570,Middle Income ($50k-$100k)
82839,66634,Middle Income ($50k-$100k)
82842,103101,Upper Middle Income ($100k-$200k)
82844,N,Unknown
82845,N,Unknown
82901,97252,Middle Income ($50k-$100k)
82922,331136,High Income (>$200k)
82923,92589,Middle Income ($50k-$100k)
82925,218403,High Income (>$200k)
82929,N,Unknown
82930,106074,Upper Middle Income ($100k-$200k)
82932,91255,Middle Income ($50k-$100k)
82933,116206,Upper Middle Income ($100k-$200k)
82934,79985,Middle Income ($50k-$100k)
82935,103357,Upper Middle Income ($100k-$200k)
82936,N,Unknown
82937,105156,Upper Middle Income ($100k-$200k)
82938,75585,Middle Income ($50k-$100k)
82939,94727,Middle Income ($50k-$100k)
82941,133584,Upper Middle Income ($100k-$200k)
82942,N,Unknown
82943,56310,Middle Income ($50k-$100k)
82944,223095,High Income (>$200k)
82945,67075,Middle Income ($50k-$100k)
83001,206790,High Income (>$200k)
83011,1187192,High Income (>$200k)
83012,N,Unknown
83013,140959,Upper Middle Income ($100k-$200k)
83014,221861,High Income (>$200k)
83025,315581,High Income (>$200k)
83101,99124,Middle Income ($50k-$100k)
83110,93842,Middle Income ($50k-$100k)
83111,115638,Upper Middle Income ($100k-$200k)
83112,158073,Upper Middle Income ($100k-$200k)
83113,87147,Middle Income ($50k-$100k)
83114,88863,Middle Income ($50k-$100k)
83115,84625,Middle Income ($50k-$100k)
83116,80811,Middle Income ($50k-$100k)
83118,66658,Middle Income ($50k-$100k)
83119,N,Unknown
83120,73744,Middle Income ($50k-$100k)
83121,-,Unknown
83122,85744,Middle Income ($50k-$100k)
83123,159436,Upper Middle Income ($100k-$200k)
83124,87414,Middle Income ($50k-$100k)
83126,149283,Upper Middle Income ($100k-$200k)
83127,107687,Upper Middle Income ($100k-$200k)
83128,140839,Upper Middle Income ($100k-$200k)
83201,87583,Middle Income ($50k-$100k)
83202,90657,Middle Income ($50k-$100k)
83203,N,Unknown
83204,78533,Middle Income ($50k-$100k)
83209,27364,Low Income (<$50k)
83210,83496,Middle Income ($50k-$100k)
83211,78303,Middle Income ($50k-$100k)
83212,51824,Middle Income ($50k-$100k)
83213,61104,Middle Income ($50k-$100k)
83214,97864,Middle Income ($50k-$100k)
83215,34109,Low Income (<$50k)
83217,92672,Middle Income ($50k-$100k)
83218,86042,Middle Income ($50k-$100k)
83220,75581,Middle Income ($50k-$100k)
83221,90551,Middle Income ($50k-$100k)
83223,107549,Upper Middle Income ($100k-$200k)
83226,50688,Middle Income ($50k-$100k)
83227,62225,Middle Income ($50k-$100k)
83228,88599,Middle Income ($50k-$100k)
83232,108768,Upper Middle Income ($100k-$200k)
83233,N,Unknown
83234,82982,Middle Income ($50k-$100k)
83235,-,Unknown
83236,85089,Middle Income ($50k-$100k)
83237,101029,Upper Middle Income ($100k-$200k)
83238,76903,Middle Income ($50k-$100k)
83239,98725,Middle Income ($50k-$100k)
83241,78039,Middle Income ($50k-$100k)
83243,N,Unknown
83244,75861,Middle Income ($50k-$100k)
83245,123438,Upper Middle Income ($100k-$200k)
83246,71143,Middle Income ($50k-$100k)
83250,109702,Upper Middle Income ($100k-$200k)
83251,90181,Middle Income ($50k-$100k)
83252,89751,Middle Income ($50k-$100k)
83253,148861,Upper Middle Income ($100k-$200k)
83254,77890,Middle Income ($50k-$100k)
83255,81077,Middle Income ($50k-$100k)
83261,94927,Middle Income ($50k-$100k)
83262,78807,Middle Income ($50k-$100k)
83263,90561,Middle Income ($50k-$100k)
83271,68655,Middle Income ($50k-$100k)
83272,103852,Upper Middle Income ($100k-$200k)
83274,123551,Upper Middle Income ($100k-$200k)
83276,86153,Middle Income ($50k-$100k)
83277,78204,Middle Income ($50k-$100k)
83278,83824,Middle Income ($50k-$100k)
83281,129726,Upper Middle Income ($100k-$200k)
83283,133088,Upper Middle Income ($100k-$200k)
83285,140915,Upper Middle Income ($100k-$200k)
83286,113181,Upper Middle Income ($100k-$200k)
83287,163283,Upper Middle Income ($100k-$200k)
83301,85307,Middle Income ($50k-$100k)
83302,93331,Middle Income ($50k-$100k)
83311,98756,Middle Income ($50k-$100k)
83312,62882,Middle Income ($50k-$100k)
83313,99480,Middle Income ($50k-$100k)
83314,77139,Middle Income ($50k-$100k)
83316,98311,Middle Income ($50k-$100k)
83318,94724,Middle Income ($50k-$100k)
83320,70996,Middle Income ($50k-$100k)
83321,63532,Middle Income ($50k-$100k)
83322,N,Unknown
83323,83702,Middle Income ($50k-$100k)
83324,91798,Middle Income ($50k-$100k)
83325,125647,Upper Middle Income ($100k-$200k)
83327,92260,Middle Income ($50k-$100k)
83328,105701,Upper Middle Income ($100k-$200k)
83330,82983,Middle Income ($50k-$100k)
83332,75798,Middle Income ($50k-$100k)
83333,127367,Upper Middle Income ($100k-$200k)
83334,79504,Middle Income ($50k-$100k)
83335,82423,Middle Income ($50k-$100k)
83336,101657,Upper Middle Income ($100k-$200k)
83337,53200,Middle Income ($50k-$100k)
83338,88014,Middle Income ($50k-$100k)
83340,159124,Upper Middle Income ($100k-$200k)
83341,116450,Upper Middle Income ($100k-$200k)
83342,71463,Middle Income ($50k-$100k)
83344,83916,Middle Income ($50k-$100k)
83346,89101,Middle Income ($50k-$100k)
83347,87633,Middle Income ($50k-$100k)
83348,82590,Middle Income ($50k-$100k)
83349,77747,Middle Income ($50k-$100k)
83350,80570,Middle Income ($50k-$100k)
83352,75975,Middle Income ($50k-$100k)
83353,221010,High Income (>$200k)
83354,N,Unknown
83355,76866,Middle Income ($50k-$100k)
83401,102057,Upper Middle Income ($100k-$200k)
83402,90646,Middle Income ($50k-$100k)
83404,113988,Upper Middle Income ($100k-$200k)
83406,109274,Upper Middle Income ($100k-$200k)
83414,132737,Upper Middle Income ($100k-$200k)
83420,105375,Upper Middle Income ($100k-$200k)
83421,240894,High Income (>$200k)
83422,134174,Upper Middle Income ($100k-$200k)
83423,61373,Middle Income ($50k-$100k)
83424,158198,Upper Middle Income ($100k-$200k)
83425,112531,Upper Middle Income ($100k-$200k)
83427,105560,Upper Middle Income ($100k-$200k)
83428,159788,Upper Middle Income ($100k-$200k)
83429,84642,Middle Income ($50k-$100k)
83431,114094,Upper Middle Income ($100k-$200k)
83433,95511,Middle Income ($50k-$100k)
83434,96636,Middle Income ($50k-$100k)
83435,97077,Middle Income ($50k-$100k)
83436,102108,Upper Middle Income ($100k-$200k)
83438,129802,Upper Middle Income ($100k-$200k)
83440,90774,Middle Income ($50k-$100k)
83442,100828,Upper Middle Income ($100k-$200k)
83443,73736,Middle Income ($50k-$100k)
83444,88039,Middle Income ($50k-$100k)
83445,79306,Middle Income ($50k-$100k)
83446,80838,Middle Income ($50k-$100k)
83448,94680,Middle Income ($50k-$100k)
83449,116431,Upper Middle Income ($100k-$200k)
83450,81742,Middle Income ($50k-$100k)
83451,86063,Middle Income ($50k-$100k)
83452,113304,Upper Middle Income ($100k-$200k)
83454,74856,Middle Income ($50k-$100k)
83455,133354,Upper Middle Income ($100k-$200k)
83460,-,Unknown
83462,66835,Middle Income ($50k-$100k)
83463,52669,Middle Income ($50k-$100k)
83464,96328,Middle Income ($50k-$100k)
83465,214753,High Income (>$200k)
83466,52756,Middle Income ($50k-$100k)
83467,72156,Middle Income ($50k-$100k)
83468,72964,Middle Income ($50k-$100k)
83469,N,Unknown
83501,92620,Middle Income ($50k-$100k)
83520,35300,Low Income (<$50k)
83522,98253,Middle Income ($50k-$100k)
83523,83618,Middle Income ($50k-$100k)
83524,76048,Middle Income ($50k-$100k)
83525,47674,Low Income (<$50k)
83526,114653,Upper Middle Income ($100k-$200k)
83530,92616,Middle Income ($50k-$100k)
83533,143516,Upper Middle Income ($100k-$200k)
83535,87103,Middle Income ($50k-$100k)
83536,63840,Middle Income ($50k-$100k)
83537,81098,Middle Income ($50k-$100k)
83539,69803,Middle Income ($50k-$100k)
83540,73305,Middle Income ($50k-$100k)
83541,88717,Middle Income ($50k-$100k)
83542,83527,Middle Income ($50k-$100k)
83543,101210,Upper Middle Income ($100k-$200k)
83544,80417,Middle Income ($50k-$100k)
83545,69941,Middle Income ($50k-$100k)
83546,80007,Middle Income ($50k-$100k)
83547,60973,Middle Income ($50k-$100k)
83548,83518,Middle Income ($50k-$100k)
83549,61272,Middle Income ($50k-$100k)
83552,75483,Middle Income ($50k-$100k)
83553,52117,Middle Income ($50k-$100k)
83554,63188,Middle Income ($50k-$100k)
83555,73446,Middle Income ($50k-$100k)
83602,-,Unknown
83604,65265,Middle Income ($50k-$100k)
83605,75800,Middle Income ($50k-$100k)
83607,98550,Middle Income ($50k-$100k)
83610,80511,Middle Income ($50k-$100k)
83611,98225,Middle Income ($50k-$100k)
83612,66346,Middle Income ($50k-$100k)
83615,210779,High Income (>$200k)
83616,180216,Upper Middle Income ($100k-$200k)
83617,87941,Middle Income ($50k-$100k)
83619,86331,Middle Income ($50k-$100k)
83622,84867,Middle Income ($50k-$100k)
83623,68221,Middle Income ($50k-$100k)
83624,77603,Middle Income ($50k-$100k)
83626,82518,Middle Income ($50k-$100k)
83627,66287,Middle Income ($50k-$100k)
83628,77399,Middle Income ($50k-$100k)
83629,80496,Middle Income ($50k-$100k)
83631,88530,Middle Income ($50k-$100k)
83632,84829,Middle Income ($50k-$100k)
83633,139943,Upper Middle Income ($100k-$200k)
83634,111501,Upper Middle Income ($100k-$200k)
83636,78514,Middle Income ($50k-$100k)
83637,49063,Low Income (<$50k)
83638,95524,Middle Income ($50k-$100k)
83639,76065,Middle Income ($50k-$100k)
83641,97282,Middle Income ($50k-$100k)
83642,128315,Upper Middle Income ($100k-$200k)
83643,57988,Middle Income ($50k-$100k)
83644,109691,Upper Middle Income ($100k-$200k)
83645,83756,Middle Income ($50k-$100k)
83646,139206,Upper Middle Income ($100k-$200k)
83647,81489,Middle Income ($50k-$100k)
83648,85548,Middle Income ($50k-$100k)
83650,117153,Upper Middle Income ($100k-$200k)
83651,88198,Middle Income ($50k-$100k)
83654,123357,Upper Middle Income ($100k-$200k)
83655,90778,Middle Income ($50k-$100k)
83656,81226,Middle Income ($50k-$100k)
83657,53058,Middle Income ($50k-$100k)
83660,90718,Middle Income ($50k-$100k)
83661,72882,Middle Income ($50k-$100k)
83666,75937,Middle Income ($50k-$100k)
83669,114314,Upper Middle Income ($100k-$200k)
83670,92945,Middle Income ($50k-$100k)
83672,76069,Middle Income ($50k-$100k)
83676,89886,Middle Income ($50k-$100k)
83677,N,Unknown
83686,104442,Upper Middle Income ($100k-$200k)
83687,94683,Middle Income ($50k-$100k)
83702,149033,Upper Middle Income ($100k-$200k)
83703,110571,Upper Middle Income ($100k-$200k)
83704,88615,Middle Income ($50k-$100k)
83705,83142,Middle Income ($50k-$100k)
83706,113688,Upper Middle Income ($100k-$200k)
83709,114798,Upper Middle Income ($100k-$200k)
83712,172202,Upper Middle Income ($100k-$200k)
83713,114557,Upper Middle Income ($100k-$200k)
83714,117613,Upper Middle Income ($100k-$200k)
83716,152685,Upper Middle Income ($100k-$200k)
83720,-,Unknown
83725,-,Unknown
83801,93307,Middle Income ($50k-$100k)
83802,74079,Middle Income ($50k-$100k)
83803,83510,Middle Income ($50k-$100k)
83804,94342,Middle Income ($50k-$100k)
83805,84834,Middle Income ($50k-$100k)
83806,62968,Middle Income ($50k-$100k)
83808,43048,Low Income (<$50k)
83809,132728,Upper Middle Income ($100k-$200k)
