zip,mean_household_income,income_bracket
49670,154225,Upper Middle Income ($100k-$200k)
49674,123551,Upper Middle Income ($100k-$200k)
49675,86684,Middle Income ($50k-$100k)
49676,100471,Upper Middle Income ($100k-$200k)
49677,76201,Middle Income ($50k-$100k)
49679,84280,Middle Income ($50k-$100k)
49680,82119,Middle Income ($50k-$100k)
49682,128537,Upper Middle Income ($100k-$200k)
49683,78676,Middle Income ($50k-$100k)
49684,120421,Upper Middle Income ($100k-$200k)
49685,102035,Upper Middle Income ($100k-$200k)
49686,105577,Upper Middle Income ($100k-$200k)
49688,79235,Middle Income ($50k-$100k)
49689,78741,Middle Income ($50k-$100k)
49690,137895,Upper Middle Income ($100k-$200k)
49696,104672,Upper Middle Income ($100k-$200k)
49701,60887,Middle Income ($50k-$100k)
49705,76387,Middle Income ($50k-$100k)
49706,89823,Middle Income ($50k-$100k)
49707,71712,Middle Income ($50k-$100k)
49709,62728,Middle Income ($50k-$100k)
49710,83211,Middle Income ($50k-$100k)
49712,100123,Upper Middle Income ($100k-$200k)
49713,103702,Upper Middle Income ($100k-$200k)
49715,81996,Middle Income ($50k-$100k)
49716,114512,Upper Middle Income ($100k-$200k)
49717,N,Unknown
49718,71670,Middle Income ($50k-$100k)
49719,101811,Upper Middle Income ($100k-$200k)
49720,112946,Upper Middle Income ($100k-$200k)
49721,79574,Middle Income ($50k-$100k)
49722,73084,Middle Income ($50k-$100k)
49724,91574,Middle Income ($50k-$100k)
49725,66710,Middle Income ($50k-$100k)
49726,77355,Middle Income ($50k-$100k)
49727,92272,Middle Income ($50k-$100k)
49728,67989,Middle Income ($50k-$100k)
49729,80174,Middle Income ($50k-$100k)
49730,92891,Middle Income ($50k-$100k)
49733,71725,Middle Income ($50k-$100k)
49735,89665,Middle Income ($50k-$100k)
49736,63880,Middle Income ($50k-$100k)
49738,69614,Middle Income ($50k-$100k)
49740,127589,Upper Middle Income ($100k-$200k)
49743,66060,Middle Income ($50k-$100k)
49744,81446,Middle Income ($50k-$100k)
49745,75076,Middle Income ($50k-$100k)
49746,61062,Middle Income ($50k-$100k)
49747,89499,Middle Income ($50k-$100k)
49748,60269,Middle Income ($50k-$100k)
49749,97483,Middle Income ($50k-$100k)
49751,94532,Middle Income ($50k-$100k)
49752,66150,Middle Income ($50k-$100k)
49753,83888,Middle Income ($50k-$100k)
49755,84186,Middle Income ($50k-$100k)
49756,66086,Middle Income ($50k-$100k)
49757,121260,Upper Middle Income ($100k-$200k)
49759,70753,Middle Income ($50k-$100k)
49760,64426,Middle Income ($50k-$100k)
49762,78144,Middle Income ($50k-$100k)
49764,N,Unknown
49765,72020,Middle Income ($50k-$100k)
49766,90434,Middle Income ($50k-$100k)
49768,81215,Middle Income ($50k-$100k)
49769,74666,Middle Income ($50k-$100k)
49770,116112,Upper Middle Income ($100k-$200k)
49774,107838,Upper Middle Income ($100k-$200k)
49775,151206,Upper Middle Income ($100k-$200k)
49776,70202,Middle Income ($50k-$100k)
49777,112486,Upper Middle Income ($100k-$200k)
49779,67579,Middle Income ($50k-$100k)
49780,79373,Middle Income ($50k-$100k)
49781,75737,Middle Income ($50k-$100k)
49782,96566,Middle Income ($50k-$100k)
49783,74456,Middle Income ($50k-$100k)
49784,-,Unknown
49788,63753,Middle Income ($50k-$100k)
49791,77491,Middle Income ($50k-$100k)
49793,45369,Low Income (<$50k)
49795,69609,Middle Income ($50k-$100k)
49796,176963,Upper Middle Income ($100k-$200k)
49799,70529,Middle Income ($50k-$100k)
49801,83798,Middle Income ($50k-$100k)
49802,75712,Middle Income ($50k-$100k)
49805,59489,Middle Income ($50k-$100k)
49806,91661,Middle Income ($50k-$100k)
49807,90889,Middle Income ($50k-$100k)
49808,85265,Middle Income ($50k-$100k)
49812,64129,Middle Income ($50k-$100k)
49814,88254,Middle Income ($50k-$100k)
49815,73923,Middle Income ($50k-$100k)
49816,77810,Middle Income ($50k-$100k)
49817,96436,Middle Income ($50k-$100k)
49818,85518,Middle Income ($50k-$100k)
49820,137934,Upper Middle Income ($100k-$200k)
49821,81785,Middle Income ($50k-$100k)
49822,82718,Middle Income ($50k-$100k)
49825,101246,Upper Middle Income ($100k-$200k)
49826,54692,Middle Income ($50k-$100k)
49827,57598,Middle Income ($50k-$100k)
49829,68363,Middle Income ($50k-$100k)
49831,81563,Middle Income ($50k-$100k)
49833,68758,Middle Income ($50k-$100k)
49834,78882,Middle Income ($50k-$100k)
49835,72354,Middle Income ($50k-$100k)
49836,91939,Middle Income ($50k-$100k)
49837,102231,Upper Middle Income ($100k-$200k)
49838,53294,Middle Income ($50k-$100k)
49839,57521,Middle Income ($50k-$100k)
49840,99380,Middle Income ($50k-$100k)
49841,71450,Middle Income ($50k-$100k)
49847,74098,Middle Income ($50k-$100k)
49848,61738,Middle Income ($50k-$100k)
49849,82348,Middle Income ($50k-$100k)
49852,110720,Upper Middle Income ($100k-$200k)
49853,66718,Middle Income ($50k-$100k)
49854,74185,Middle Income ($50k-$100k)
49855,82228,Middle Income ($50k-$100k)
49858,71904,Middle Income ($50k-$100k)
49861,75766,Middle Income ($50k-$100k)
49862,71582,Middle Income ($50k-$100k)
49863,38030,Low Income (<$50k)
49864,106379,Upper Middle Income ($100k-$200k)
49866,90688,Middle Income ($50k-$100k)
49868,66677,Middle Income ($50k-$100k)
49870,81849,Middle Income ($50k-$100k)
49871,69632,Middle Income ($50k-$100k)
49872,52424,Middle Income ($50k-$100k)
49873,72417,Middle Income ($50k-$100k)
49874,74540,Middle Income ($50k-$100k)
49876,45902,Low Income (<$50k)
49877,74821,Middle Income ($50k-$100k)
49878,81066,Middle Income ($50k-$100k)
49879,66673,Middle Income ($50k-$100k)
49880,75597,Middle Income ($50k-$100k)
49881,93257,Middle Income ($50k-$100k)
49883,56979,Middle Income ($50k-$100k)
49884,61846,Middle Income ($50k-$100k)
49885,95134,Middle Income ($50k-$100k)
49886,82655,Middle Income ($50k-$100k)
49887,72430,Middle Income ($50k-$100k)
49891,62393,Middle Income ($50k-$100k)
49892,97528,Middle Income ($50k-$100k)
49893,82767,Middle Income ($50k-$100k)
49894,101010,Upper Middle Income ($100k-$200k)
49895,83314,Middle Income ($50k-$100k)
49896,76414,Middle Income ($50k-$100k)
49901,59639,Middle Income ($50k-$100k)
49902,44710,Low Income (<$50k)
49903,53798,Middle Income ($50k-$100k)
49905,100923,Upper Middle Income ($100k-$200k)
49908,70080,Middle Income ($50k-$100k)
49910,64589,Middle Income ($50k-$100k)
49911,71157,Middle Income ($50k-$100k)
49912,88231,Middle Income ($50k-$100k)
49913,65854,Middle Income ($50k-$100k)
49915,55274,Middle Income ($50k-$100k)
49916,97084,Middle Income ($50k-$100k)
49917,56091,Middle Income ($50k-$100k)
49918,97260,Middle Income ($50k-$100k)
49919,55551,Middle Income ($50k-$100k)
49920,77598,Middle Income ($50k-$100k)
49921,83862,Middle Income ($50k-$100k)
49922,101751,Upper Middle Income ($100k-$200k)
49925,67258,Middle Income ($50k-$100k)
49927,54589,Middle Income ($50k-$100k)
49929,51918,Middle Income ($50k-$100k)
49930,91390,Middle Income ($50k-$100k)
49931,78470,Middle Income ($50k-$100k)
49934,55128,Middle Income ($50k-$100k)
49935,71870,Middle Income ($50k-$100k)
49938,66645,Middle Income ($50k-$100k)
49942,68208,Middle Income ($50k-$100k)
49945,77258,Middle Income ($50k-$100k)
49946,73817,Middle Income ($50k-$100k)
49947,61498,Middle Income ($50k-$100k)
49948,82798,Middle Income ($50k-$100k)
49950,87102,Middle Income ($50k-$100k)
49952,155198,Upper Middle Income ($100k-$200k)
49953,66452,Middle Income ($50k-$100k)
49955,91319,Middle Income ($50k-$100k)
49958,53804,Middle Income ($50k-$100k)
49959,50268,Middle Income ($50k-$100k)
49960,48869,Low Income (<$50k)
49961,59675,Middle Income ($50k-$100k)
49962,90627,Middle Income ($50k-$100k)
49963,69087,Middle Income ($50k-$100k)
49965,110167,Upper Middle Income ($100k-$200k)
49967,58786,Middle Income ($50k-$100k)
49968,79410,Middle Income ($50k-$100k)
49969,128149,Upper Middle Income ($100k-$200k)
49970,87398,Middle Income ($50k-$100k)
49971,46311,Low Income (<$50k)
50001,147497,Upper Middle Income ($100k-$200k)
50002,119920,Upper Middle Income ($100k-$200k)
50003,139565,Upper Middle Income ($100k-$200k)
50005,73563,Middle Income ($50k-$100k)
50006,86384,Middle Income ($50k-$100k)
50007,137756,Upper Middle Income ($100k-$200k)
50008,88187,Middle Income ($50k-$100k)
50009,109508,Upper Middle Income ($100k-$200k)
50010,87894,Middle Income ($50k-$100k)
50012,N,Unknown
50013,-,Unknown
50014,91759,Middle Income ($50k-$100k)
50020,91057,Middle Income ($50k-$100k)
50021,130636,Upper Middle Income ($100k-$200k)
50022,86009,Middle Income ($50k-$100k)
50023,127017,Upper Middle Income ($100k-$200k)
50025,83313,Middle Income ($50k-$100k)
50026,140670,Upper Middle Income ($100k-$200k)
50027,56444,Middle Income ($50k-$100k)
50028,103424,Upper Middle Income ($100k-$200k)
50029,58545,Middle Income ($50k-$100k)
50031,75794,Middle Income ($50k-$100k)
50032,78441,Middle Income ($50k-$100k)
50033,50617,Middle Income ($50k-$100k)
50034,93529,Middle Income ($50k-$100k)
50035,133644,Upper Middle Income ($100k-$200k)
50036,95761,Middle Income ($50k-$100k)
50038,90904,Middle Income ($50k-$100k)
50039,109526,Upper Middle Income ($100k-$200k)
50040,61580,Middle Income ($50k-$100k)
50041,N,Unknown
50042,83617,Middle Income ($50k-$100k)
50044,79873,Middle Income ($50k-$100k)
50046,101968,Upper Middle Income ($100k-$200k)
50047,114172,Upper Middle Income ($100k-$200k)
50048,85726,Middle Income ($50k-$100k)
50049,75481,Middle Income ($50k-$100k)
50050,78502,Middle Income ($50k-$100k)
50051,76112,Middle Income ($50k-$100k)
50052,99646,Middle Income ($50k-$100k)
50054,102543,Upper Middle Income ($100k-$200k)
50055,120642,Upper Middle Income ($100k-$200k)
50056,94653,Middle Income ($50k-$100k)
50057,89739,Middle Income ($50k-$100k)
50058,92502,Middle Income ($50k-$100k)
50060,94484,Middle Income ($50k-$100k)
50061,179617,Upper Middle Income ($100k-$200k)
50062,70834,Middle Income ($50k-$100k)
50063,123755,Upper Middle Income ($100k-$200k)
50064,117042,Upper Middle Income ($100k-$200k)
50065,78095,Middle Income ($50k-$100k)
50066,81385,Middle Income ($50k-$100k)
50067,53757,Middle Income ($50k-$100k)
50068,58056,Middle Income ($50k-$100k)
50069,102251,Upper Middle Income ($100k-$200k)
50070,113385,Upper Middle Income ($100k-$200k)
50071,91362,Middle Income ($50k-$100k)
50072,114285,Upper Middle Income ($100k-$200k)
50073,128286,Upper Middle Income ($100k-$200k)
50074,144626,Upper Middle Income ($100k-$200k)
50075,103491,Upper Middle Income ($100k-$200k)
50076,72468,Middle Income ($50k-$100k)
50078,55228,Middle Income ($50k-$100k)
50101,126576,Upper Middle Income ($100k-$200k)
50102,72035,Middle Income ($50k-$100k)
50103,75094,Middle Income ($50k-$100k)
50104,65142,Middle Income ($50k-$100k)
50105,141720,Upper Middle Income ($100k-$200k)
50106,124611,Upper Middle Income ($100k-$200k)
50107,86347,Middle Income ($50k-$100k)
50108,46381,Low Income (<$50k)
50109,137933,Upper Middle Income ($100k-$200k)
50110,66400,Middle Income ($50k-$100k)
50111,130157,Upper Middle Income ($100k-$200k)
50112,96506,Middle Income ($50k-$100k)
50115,88240,Middle Income ($50k-$100k)
50116,71856,Middle Income ($50k-$100k)
50117,121004,Upper Middle Income ($100k-$200k)
50118,91887,Middle Income ($50k-$100k)
50119,78513,Middle Income ($50k-$100k)
50120,114352,Upper Middle Income ($100k-$200k)
50122,96849,Middle Income ($50k-$100k)
50123,107472,Upper Middle Income ($100k-$200k)
50124,129281,Upper Middle Income ($100k-$200k)
50125,99925,Middle Income ($50k-$100k)
50126,72179,Middle Income ($50k-$100k)
50127,N,Unknown
50128,83222,Middle Income ($50k-$100k)
50129,82062,Middle Income ($50k-$100k)
50130,105525,Upper Middle Income ($100k-$200k)
50131,149870,Upper Middle Income ($100k-$200k)
50132,112935,Upper Middle Income ($100k-$200k)
50133,71677,Middle Income ($50k-$100k)
50134,141472,Upper Middle Income ($100k-$200k)
50135,86927,Middle Income ($50k-$100k)
50136,91043,Middle Income ($50k-$100k)
50137,104619,Upper Middle Income ($100k-$200k)
50138,96085,Middle Income ($50k-$100k)
50139,86283,Middle Income ($50k-$100k)
50140,76060,Middle Income ($50k-$100k)
50141,86554,Middle Income ($50k-$100k)
50142,82846,Middle Income ($50k-$100k)
50143,133562,Upper Middle Income ($100k-$200k)
50144,72698,Middle Income ($50k-$100k)
50145,75403,Middle Income ($50k-$100k)
50146,95840,Middle Income ($50k-$100k)
50147,62419,Middle Income ($50k-$100k)
50148,99629,Middle Income ($50k-$100k)
50149,80605,Middle Income ($50k-$100k)
50150,79387,Middle Income ($50k-$100k)
50151,94033,Middle Income ($50k-$100k)
50152,108325,Upper Middle Income ($100k-$200k)
50153,107164,Upper Middle Income ($100k-$200k)
50154,84188,Middle Income ($50k-$100k)
50155,64396,Middle Income ($50k-$100k)
50156,113294,Upper Middle Income ($100k-$200k)
50157,136126,Upper Middle Income ($100k-$200k)
50158,82499,Middle Income ($50k-$100k)
50160,69582,Middle Income ($50k-$100k)
50161,132564,Upper Middle Income ($100k-$200k)
50162,93969,Middle Income ($50k-$100k)
50163,76355,Middle Income ($50k-$100k)
50164,80190,Middle Income ($50k-$100k)
50165,92606,Middle Income ($50k-$100k)
50166,116655,Upper Middle Income ($100k-$200k)
50167,88883,Middle Income ($50k-$100k)
50168,160433,Upper Middle Income ($100k-$200k)
50169,94153,Middle Income ($50k-$100k)
50170,93907,Middle Income ($50k-$100k)
50171,79778,Middle Income ($50k-$100k)
50173,100477,Upper Middle Income ($100k-$200k)
50174,96907,Middle Income ($50k-$100k)
50201,118241,Upper Middle Income ($100k-$200k)
50206,74544,Middle Income ($50k-$100k)
50207,94021,Middle Income ($50k-$100k)
50208,82878,Middle Income ($50k-$100k)
50210,124489,Upper Middle Income ($100k-$200k)
50211,122442,Upper Middle Income ($100k-$200k)
50212,102824,Upper Middle Income ($100k-$200k)
50213,95897,Middle Income ($50k-$100k)
50214,89195,Middle Income ($50k-$100k)
50216,118192,Upper Middle Income ($100k-$200k)
50217,81895,Middle Income ($50k-$100k)
50218,82942,Middle Income ($50k-$100k)
50219,113122,Upper Middle Income ($100k-$200k)
50220,89667,Middle Income ($50k-$100k)
50222,118891,Upper Middle Income ($100k-$200k)
50223,65983,Middle Income ($50k-$100k)
50225,79312,Middle Income ($50k-$100k)
50226,168386,Upper Middle Income ($100k-$200k)
50227,41369,Low Income (<$50k)
50228,102333,Upper Middle Income ($100k-$200k)
50229,124518,Upper Middle Income ($100k-$200k)
50230,91663,Middle Income ($50k-$100k)
50231,89531,Middle Income ($50k-$100k)
50232,236861,High Income (>$200k)
50233,80274,Middle Income ($50k-$100k)
50234,102501,Upper Middle Income ($100k-$200k)
50235,102073,Upper Middle Income ($100k-$200k)
50236,99629,Middle Income ($50k-$100k)
50237,117261,Upper Middle Income ($100k-$200k)
50238,69900,Middle Income ($50k-$100k)
50239,126392,Upper Middle Income ($100k-$200k)
50240,121223,Upper Middle Income ($100k-$200k)
50241,94134,Middle Income ($50k-$100k)
50242,77162,Middle Income ($50k-$100k)
50243,79126,Middle Income ($50k-$100k)
50244,123768,Upper Middle Income ($100k-$200k)
50246,83295,Middle Income ($50k-$100k)
50247,104376,Upper Middle Income ($100k-$200k)
50248,116871,Upper Middle Income ($100k-$200k)
50249,79595,Middle Income ($50k-$100k)
50250,87128,Middle Income ($50k-$100k)
50251,108249,Upper Middle Income ($100k-$200k)
50252,111673,Upper Middle Income ($100k-$200k)
50254,79496,Middle Income ($50k-$100k)
50255,60365,Middle Income ($50k-$100k)
50256,152863,Upper Middle Income ($100k-$200k)
50257,93358,Middle Income ($50k-$100k)
50258,88428,Middle Income ($50k-$100k)
50261,170344,Upper Middle Income ($100k-$200k)
50262,91828,Middle Income ($50k-$100k)
50263,136964,Upper Middle Income ($100k-$200k)
50264,67879,Middle Income ($50k-$100k)
50265,126014,Upper Middle Income ($100k-$200k)
50266,121836,Upper Middle Income ($100k-$200k)
50268,63239,Middle Income ($50k-$100k)
50269,146623,Upper Middle Income ($100k-$200k)
50271,121634,Upper Middle Income ($100k-$200k)
50272,47803,Low Income (<$50k)
50273,94979,Middle Income ($50k-$100k)
50274,72691,Middle Income ($50k-$100k)
50275,90301,Middle Income ($50k-$100k)
50276,92936,Middle Income ($50k-$100k)
50277,87107,Middle Income ($50k-$100k)
50278,86936,Middle Income ($50k-$100k)
50309,79702,Middle Income ($50k-$100k)
50310,89313,Middle Income ($50k-$100k)
50311,79339,Middle Income ($50k-$100k)
50312,138184,Upper Middle Income ($100k-$200k)
50313,78442,Middle Income ($50k-$100k)
50314,58998,Middle Income ($50k-$100k)
50315,75870,Middle Income ($50k-$100k)
50316,72409,Middle Income ($50k-$100k)
50317,77735,Middle Income ($50k-$100k)
50319,-,Unknown
50320,100466,Upper Middle Income ($100k-$200k)
50321,124071,Upper Middle Income ($100k-$200k)
50322,111794,Upper Middle Income ($100k-$200k)
50323,201555,High Income (>$200k)
50324,113038,Upper Middle Income ($100k-$200k)
50325,159336,Upper Middle Income ($100k-$200k)
50327,117394,Upper Middle Income ($100k-$200k)
50401,83040,Middle Income ($50k-$100k)
50420,85922,Middle Income ($50k-$100k)
50421,91494,Middle Income ($50k-$100k)
50423,96249,Middle Income ($50k-$100k)
50424,69668,Middle Income ($50k-$100k)
50426,78964,Middle Income ($50k-$100k)
50427,65782,Middle Income ($50k-$100k)
50428,121696,Upper Middle Income ($100k-$200k)
50430,66036,Middle Income ($50k-$100k)
50431,67968,Middle Income ($50k-$100k)
50432,75100,Middle Income ($50k-$100k)
50433,65645,Middle Income ($50k-$100k)
50434,53334,Middle Income ($50k-$100k)
50435,74965,Middle Income ($50k-$100k)
50436,100971,Upper Middle Income ($100k-$200k)
50438,82948,Middle Income ($50k-$100k)
50439,97383,Middle Income ($50k-$100k)
50440,75732,Middle Income ($50k-$100k)
50441,79276,Middle Income ($50k-$100k)
50444,95310,Middle Income ($50k-$100k)
50446,119916,Upper Middle Income ($100k-$200k)
50447,82512,Middle Income ($50k-$100k)
50448,70387,Middle Income ($50k-$100k)
50449,66051,Middle Income ($50k-$100k)
50450,82675,Middle Income ($50k-$100k)
50451,81940,Middle Income ($50k-$100k)
50452,69548,Middle Income ($50k-$100k)
